""" They ( electricity generators ) grinned and beared the $ 750 price cap , but this new plan by ISO was too much , "" said Dunn , whose committee has been investigating since March ."	investigating	33	Pres	0,-14
His initiation took place on April 17 , 1789 , at Holland Lodge No. 8 , F&AM , which the Grand Lodge of New York F&AM had chartered in 1787 .	chartered	27	Past	0,1,5,10,12,13,14,-17,16,-19,15,19,-18,-7,-6,-5,-2
The numbers indicate that in his first four years , Bush not only showed up , he showed up a lot .	showed	17	Past	0,6,12,13,-16,-14,-13,-12,-8
It is also encouraging citizens to ask for application of the law in their local municipalities .	encouraging	3	Pres	0,3,6,10,-19,14,16,18,19,-9,-7
Once two sets of leaves have formed , basil can be planted into the garden or permanent containers .	planted	11	Past	0,1,4,6,10,-18,15,-16,14,19,-13,-9,-2
Directive 78 / 170 / EEC should therefore be repealed .	repealed	9	Past	0,5,6,10,-19,14,-18,16,18,-1,-2
Mr Martin , please reply without engaging in a dialogue , as the Rules do not provide for one .	engaging	6	Pres	0,1,2,8,9,10,13,14,15,16,17,-14,19
There was an air of plotting about that station , but nothing came of it , of course .	plotting	5	Pres	0,1,-20,13,-15
The South retaliated by firing dozens of rounds of artillery into the north .	retaliated	2	Past	0,2,4,6,-19,14,-12,-7,-1
The last three years of the Iraq occupation , however , have sapped this confidence .	sapped	12	Past	0,1,2,3,7,8,-19,16,-16,19,-11,-10,-9,-8,-7,-6,-4
The classes cover all age and skill ranges , with BALLROOM , LATIN , SEQUENCE , STREET , DISCO , LINE DANCING , BALLET , TAP & JAZZ .	cover	2	Pres	0,3,13,-18,17,-13,-9,-8,-7,-2
I think she likes her special room in your house .	likes	3	Pres	0,2,4,8,9,12,13,15,16,-16,18,17,-12,-11,-7
When she was spayed the vet had a hard time because she only has one uterine horn and he said this could mean she only has on kidney .	spayed	3	Past	0,5,6,7,10,11,-20,-18,17,-13,-6
The above applies to the Work as incorporated in a Collective Work , but this does not require the Collective Work apart from the Work itself to be made subject to the terms of this License .	applies	2	Pres	0,-20,-19,-13,-8,-4
Even civil servants at national and local government level in Britain are not allowed to get involved in electioneering as the Commissioners are doing .	electioneering	18	Pres	0,2,6,8,10,11,13,-19,19,-12,-9,-8,-7,-6,-1
A third narrative poem , A Lover 's Complaint , in which a young woman laments her seduction by a persuasive suitor , was printed in the first edition of the Sonnets in 1609 .	laments	15	Pres	0,1,2,10,16,-16,-5,-4,-3
The rapporteur has also quite rightly stated that Parliament was not heard in time regarding the guidelines .	stated	6	Past	0,5,14,-18,16,-17,-11
"the group to which Edwardsiella andrillae belongs includes many species that reproduce asexually , and it 's possible that the fields are "" clones "" produced asexually rather than the result of sexual reproduction ."	reproduce	11	Pres	0,1,2,4,12,-17,-16,17,-10
The President is very eager to go ahead quickly and get this vote , because he very much wants to have Samuel Alito on the Supreme Court , to be judging the cases Bush is interested in .	judging	30	Pres	0,1,2,3,9,13,-18,16,-15,19,-12,-9,-6,-5,-4
ANA took this approach by creating a Facebook page to acquire interested users for ongoing messaging opportunities and developing a compelling advertising campaign .	compelling	20	Pres	0,1,5,-19,13,15,-16,-17,-15,-13,-12,-11,-9,-3,-1
Japan protested , to no avail , that the project should be a joint one .	protested	1	Past	0,3,4,-11,-7,-6
I wish all happy holidays , and moreso , wish peace on earth .	wish	1	Pres	0,3,7,-20,13,-18,14,16,-16,18,19,-14,-11,-1
When regarding an artwork , a viewer gathers information through a series fixations , interspersed by rapid movements of the eye called saccades .	gathers	7	Pres	0,1,2,7,8,10,12,-18,18,-12,-6,-5
Also , Beardies often do not eat food that is not moving , so it s anyone 's guess whether or not he 'll touch the freeze - dried crickets or the processed food .	moving	11	Pres	0,15,-17,-14,-12,-8,-7,-1
Mrs Weasley was marching across the yard , scattering chickens , and for a short , plump , kind-faced woman , it was remarkable how much she looked like a saber-toothed tiger .	scattering	8	Pres	0,3,8,9,11,16,-15,-13,-12,-11,-4,-3
I 've had a lot of cats who refused to eat the canned food .	canned	12	Past	0,2,5,7,8,11,-18,-15,-11
President Bush has always said that working for Blount was the reason he transferred to the Alabama Air National Guard .	transferred	13	Past	0,-20,13,-17,17,-12,-10,-7,-4
' Ah ! So they talk of him down there , he murmured to himself .	murmured	12	Past	8,0,15
I pray that you understand our plight .	pray	1	Pres	0,3,4,5,8,12,-19,-14,-13,-11,-9,-5
GOODWYN : The candidate Mr. Bush was working for , Red Blount , had gotten rich in Alabama in the construction business .	gotten	14	Past	0,2,10,-18,15,-16,-14,-9,-5,-4,-2
""" But he likes everyone ."	likes	3	Pres	0,2,3,11,13,-18,-17,16,-16,15,-11,-10,-8,-7
Helps in self - expression and develops one 's potentiality .	Helps	0	Pres	0,3,5,10,-15,19,-12,-6,-4,-3,-2
Some of the major differences I see is the HD video , longer battery life , and faster processor that the NOOK Tablet boasts .	boasts	23	Pres	0,3,4,13,-18,-14,19,-13,-9,-3
He felt as though Auster were taunting him with the things he had lost , and he responded with envy and rage , a lacerating self-pity .	taunting	6	Pres	0,3,7,8,-10,-5
Following the American Revolutionary War , L'Enfant established a successful and highly profitable civil engineering firm in New York City .	established	7	Past	0,7,9,-19,14,-17,15,-12,-6,-5,-1
If democracy is just free elections , it is likely that the most fanatic regime will be elected , the one whose incitement and fabrications are the most inflammatory .	elected	17	Past	0,3,6
We are run as a Hybrid Organization - a for-profit company focused on achieving a social good .	run	2	Past	0,-7,17
Fill in the subject , this will be the header that everyone sees as they scroll through the list of postings in a particular group , click the post message button .	scroll	15	Pres	16,0,-12
Although it is highly built up , Fort Lee also houses many playing fields and recreational parks as well as bike and running trails .	houses	10	Pres	0,1,4,5,8,13,-18,15,-16,17,16,-13,-5,-4,-3
Two vaunted economists - one a Nobel Prize winner and the other a nationally renowned budget expert - have analyzed the data at hand and put a price tag on the Iraq occupation .	analyzed	19	Past	0,5,8,10,12,-19,-18,15,18,-13,-10,-9,-5
That pollution was money to that community , and those people dealt with the pollution and absorbed it into their skin and into their bodies because they needed the money .	absorbed	16	Past	0,2,-5
I 'm unsure of this , because once I watched a commercial of cat food with my cat and she did n't react to seeing another cat on TV .	watched	9	Past	0,9,12,-19,14,-17,15,-15,18,-5,-4,-1
I dislike this urban society and want to leave this whole enviroment .	dislike	1	Pres	0,6,7,9,-19,-18,-13,-12,-9,-7,-6
Before coming to Acupuncture DOCTOR I was a big baby about needles and only came because my boyfriend 's aunt recommended it .	recommended	20	Past	0,3,7,-17,16,17,-16,-13,-12
I KNOW YOU HAVE A LOT GOING ON WITH YOU AND THE LITTLE WOMAN .	KNOW	1	Pres	0,1,6,9,10,-18,16,-12,-11,-10,-8
Her eyes were veined with red .	veined	3	Past	0,5,8,11,12,-17,-14,-12,-11,-10,-9,-7,-6,-5,-4
I 'm assuming it 's to scare off predators / like how they will puff up their neck spikes to make them look bigger to predators or enemies .	assuming	2	Pres	0,1,3,5,7,9,10,-18,-17,16,17,19,-13,-9,-4
Just yesterday we switched over to a new site which has a demo of the VM ( virtual microscope ) I invite you to check it out .	invite	21	Pres	0,6,9,-16,18,-12,-11,-5,-4,-1
"Prices listed , however , are usually based on two people in a cabin , and you will likely face some high "" single supplement "" costs in addition ."	listed	1	Past	0,1,6,8,11,-20,13,19,-12,-4
However , in April 2001 , the IAEA published Fifteen Years after the Chernobyl Accident - Lessons learned . which contradict the earlier reports .	contradict	20	Pres	0,3,5,7,11,14,-18,-10,-9,-7,-6,-3,-1
Perhaps Jim Armogida can assist in revising them as I am sure he is more familiar with the way Enron Corp. likes their resolutions drafted than we are .	likes	21	Pres	0,3,4,5,7,14,15,-16,18,-13,-12,19,-7,-4
Tree swallows are nesting nine days earlier .	nesting	3	Pres	0,2,7,-20,-19,15,-16,-15,-11,-6,-4,-1
$ 1 m - Estimated value of a painting the Bush Presidential Library in College Station , Texas , received from Prince Bandar , Saudi Arabia 's ambassador to the United States and Bush family friend .	Estimated	4	Past	0,2,-17,15,-13,-12,-8,-5,-1
However , when you get off that aeroplane , if you have n't pre-organised transport , you will have to walk , and it is a long way into town .	pre-organised	13	Past	0,1,7,8,10,12,-19,-17,-16,16,-13,-7,-4
L'Enfant was recruited by Pierre Augustin Caron de Beaumarchais to serve in the American Revolutionary War in the United States .	recruited	2	Past	0,4,6,7,12,13,-15,17,-1,-7,-5,-4,-3,-2
He and his master dragged me to my room and held judgment upon me as a convicted traitress .	dragged	4	Past	0,2,3,5,8,12,-19,14,-18,16,17,18,19,-13,-2,-4,-1
"She pointed to the refreshment table with Campbell 's Soup served with "" electric "" Kool Aid and tables adorned with colorful gumball "" pills "" ."	pointed	1	Past	0,1,5,6,13,-16,18,-11,-10,-2,-1
She gave a small , self-questioning shrug , admitting the glibness of another kind of daily talk in another time .	admitting	8	Pres	0,7,10,16,-16,-10,-6,-4
This I would have read without flinching in Chicago but in Jerusalem I flinched and put the book down .	flinching	6	Pres	0,3,4,5,8,9,10,11,13,-18,-15,17,-14,-10,-8,-7
Test simple image and text - based adverts and use what works .	Test	0	Pres	0,4,19,-13,-9,-8,-4
Spreading democracy over the world , the Americans first fought rigged elections in Syria , but the old corruption continued despite all their power and money could do .	fought	9	Past	0,-18,16,17,18
Filtering by selection is particularly useful for fields in the detail area , when you want to view all of the rows that contain a particular value .	Filtering	0	Pres	0,4,11,12,14,-16,-15,17,19,-11,-10,-8,-2
I also have a profile they fill out for me , a mini-MMPI that I developed , so that I have an idea -- Rebecca and I put it together	fill	6	Pres	0,2,4,13,-18,18,-8,-6,-3
* Offers a 7.5 cent / dth rate to large customers while minimizing rate changes to other customers , minimizing the incentive for these customers to seek to bypass local transmission charges and other CPUC - approved charges . *	Offers	1	Pres	0,12,15,16,18,-5
The major exception is downtown , which is slanted at almost a 45 degree angle to the rest of the grid .	slanted	8	Past	0,1,2,3,4,9,-20,16,-14,19,-10,-9,-2
What greatness had not floated on the ebb of that river into the mystery of an unknown earth ! ...	floated	4	Past	0,3,6,10,-17,15,17,18,19,-12,-10,-6,-3,-2
He closed his eyes again wishing it would stop , and then – he fell , face forward , onto cold stone and felt his glasses shatter .	wishing	5	Pres	0,10,-20,-19,14,-15,18,-9,-2
Dudley , who was so large his bottom drooped over either side of the kitchen chair , grinned and turned to Harry .	drooped	8	Past	0,6,12,14,15,-16,-3
This draft reflects the changes we discussed during our call the other day .	discussed	6	Past	0,1,2,3,-20,-15,-14,-12,-8
Other methods , such as the method adopted in 2005 , makes the snitch a tennis ball in a sock , hanging out of the running shorts of the snitch runner .	makes	11	Pres	0,4,5,6,7,13,14,16,-16,18,19,-12,-11,-9,-6
""" Marcel Proust similarly learned from the Realist example ;"	learned	4	Past	0,4,8,11,-20,15,19,-6,-5
""" They ( electricity generators ) grinned and beared the $ 750 price cap , but this new plan by ISO was too much , "" said Dunn , whose committee has been investigating since March ."	grinned	6	Past	0,2,-20,-19,-18,-10,-9,-6,-3
Limerick 's a great student city , there 's loads on , you 'll be spoilt for choice .	spoilt	15	Past	0,1,3,4,5,7,10,11,13,15,-15,-14,18,-11,-10,-5
But succintly making point after succint point , the text of the letter stands on its own merit , regardless .	stands	13	Pres	0,9,14,-18,16,-12
He took a deep breath , scattered the powder into the flames and stepped forward ; the fire felt like a warm breeze ; he opened his mouth and immediately swallowed a lot of hot ash .	swallowed	30	Past	0,3,9,12,14,15,-15,18,19,-12,-14,-11,-8,-3,-1
Hundreds of people are feared dead in Mississippi , and the Louisiana city of New Orleans is badly flooded .	flooded	18	Past	0,7,11,13,14,-15,19,-12,-10
Some localized extinctions already have occurred across some of its habitat .	occurred	5	Past	0,9,11,13,14,15,-12,-10,-9,-2,-5,-3,-1
The recall of all OBSF stock in early April and retention on balance sheet ( reduced where economically viable ) until positions are fully reconciled and repeatable daily signoff process can be instigated .	instigated	32	Past	0,2,4,11,17,-11,-3
"We also know how Dan Rather libeled George Bush and impugned his service in the Texas Air National Guard on a "" 60 Minutes II "" report based largely on forged documents ."	forged	30	Past	0,1,7,-18,-16,-15,17,-14,-2,-7,-5,-1
Until Europe wakes up , this unity will not be achieved .	wakes	2	Pres	0,5,-20,-18,17,19,-13,-11,-7,-4
Wikinews observed the USI exhibit identifies and features Polaroids of fashion designer Halston , a former resident of Evansville .	identifies	5	Pres	0,1,2,3,8,15,18,-4
Then 1 lap at a walk around the arena with both my legs pulled out as far as I can , so they are not touching the saddle .	touching	25	Pres	0,1,5,7,10,12,-19,-20,-16,-15,17,19,18,-10,-3,-1
He lathered his face , took out a clean blade , and started scraping off his beard .	lathered	1	Past	0,1,8,15,-14,19,-7,-2
According to the Arts and Humanities Citation Index Professor Chomsky is the eighth most cited scholar of all time .	cited	14	Past	0,1,4,7,8,9,11,-19,-16,17,-13,-8,-1
When you distribute a Web page that uses components , users who do not have the components installed will be prompted to install the components , provided the Web page designer configures the components to do so .	uses	7	Pres	0,10
Think internally , intuitively , not by words , of the meaning , as you 're repeating it .	repeating	16	Pres	0,6,-20,12,-18,-17,19,-12,-11,-7,-2
EVERYTHING IN HERE SEEMS TO AMAZE ME !!!	SEEMS	3	Pres	0,4,-18,-13,-11,-7
In which case , the only cost to Enron is the internal cost incurred to understand better the risks of getting fingered .	incurred	13	Past	0,1,4,6,10,11,14,-15,-9,-8,-5,-3,-1
It is a bustling place where separate parties are seated at the same table ( as in many European cafes ) , but if you are OK with that , the food is very good .	seated	9	Past	0,3,7,11,-12,-2
We know that there are boats plying between Morocco and Spain and Gibraltar , and that the different authorities concerned are cooperating fully .	cooperating	21	Pres	0,2,4,9,11,13,-17,-14,-10,-3,-1
The European Commission maintains that everything depends on supply .	depends	6	Pres	0,1,10,16,-9,-3
Once , Quinn observed , he even stooped down for a dried dog turd , sniffed it carefully , and kept it .	stooped	7	Past	0,15,16,18,-6,-3,-1
In the New Territories West geographical constituency , nonpartisan pan-democrat Eddie Chu was elected with 84,121 votes , the most given to any list in the geographical constituencies .	elected	13	Past	0,1,11,-16,-15,19,-13,-11,-7
Kori told me she saw you last night at Steak Night and introduced herself since I failed to do so the last time we went .	introduced	12	Past	0,7,10,-20,14,16,-16,18,19,-13,-11,-1,-8,-3,-2
India keeps what it has while Pakistan and China ( which was gifted a slice of the territory three decades ago ) do likewise .	gifted	12	Past	0,-15,18,-7,-5,-4
I am referring to the Rio Coco project .	referring	2	Pres	0,2,4,7,8,13,-18,15,16,-17,17,19,-16,-11,-1,-9,-7,-2
When s/he responds , add your own comments or ask follow-up questions and proceed from there !	responds	2	Pres	0,4,5,9,12,-18,15,-15,-14,-13,-10,-9,-3
wikiHow achieved this popularity for a few reasons .	achieved	1	Past	0,4,5,-17,-13,-11,-4,-2
Just as he opened his mouth to speak , he was interrupted by a clattering of keys at the front door , the sound of the door opening and then slamming shut , and a burst of voices .	interrupted	11	Past	0,4,7,8,-17,-16,16,-12,-9,-7,-6,-2
Balzac had better luck publishing the memoirs of Laure Junot , Duchess of Abrantès - with whom he also had an affair .	publishing	4	Pres	0,1,8,-19,15,-10,-1
"His press release following the hearing renewed the call for "" refunds . """	renewed	6	Past	0,2,3,7,11,12,-19,15,-12,-11,-10,-7
the food was horrible not cooked like it should be , they got the order wrong on a number of occasions , and once forgot about my order .	cooked	5	Past	0,1,3,7,9,-17,-15,18,19,-8,-6,-5
More than anything else at Hogwarts , more even than playing Quidditch , Harry missed his best friends , Ron Weasley and Hermione Granger .	playing	10	Pres	0,1,5,8,14,-18,-9,-7,-4,-3
No term or provision of this License shall be deemed waived and no breach consented to unless such waiver or consent shall be in writing and signed by the party to be charged with such waiver or consent .	deemed	9	Past	0,2,7,10,11,-20,15,19,-13,-8,-7,-6,-5,-1
“ There have no business being there unless they are undermining Pakistan , ’’ says a Pakistani official .	undermining	10	Pres	0,1,5,9,10,11,12,-18,-17,-15,-14,17,-12,-11,-9,-8,-6,-5
I flung out of his hut ( he lived all alone in a clay hut with a sort of veranda ) muttering to myself my opinion of him .	flung	1	Past	0,1,11,-19,-15
I expect to send them out to you sometime tomorrow .	expect	1	Pres	0,5,6,10,-20,-18,15,14,16,-13,-12,19,-9,-7,-3
Clutching his broken glasses to his face he stared around .	Clutching	0	Pres	0,7,-15,19,-10,-9
sort a wonder what it would have been like ?	wonder	2	Pres	0,-5,-19,-2
Please approve Susan 's attached expense report and forward to accounting with a cc : to me .	attached	4	Past	0,5,11,12,17,-14,18,-10,-5,-3
The apartment loomed up around him as a kind of blur .	loomed	2	Past	0,-20,14,-8,-1
THE MANAGER CAME OVER AND SAID HE WAS SORRY AND GAVE A NEW BATCH OF WINGS , HE SAID WE CA NT REALLY DO ANYTHING BECAUSE THE DOORS ARE ALWAYS OPENING AND CLOSING .	OPENING	30	Pres	0,1,2,5,10,15,18,-9,-8,-7,-2
But he just melded with everybody .	melded	3	Past	0,1,2,3,-19,14,-18,-16,17,13,-13,15,-11,-8,-4
This visa , which is really little more than a piece of paper on which you list your vital statistics , costs between 15 - 25 CUC ( or € 15 - 25 ) , depending on where purchased .	list	16	Pres	0,1,2,12,16,-15,17
This frightened me so that I did n’t dare turn .	frightened	1	Past	0,1,-19,-16,16,-8
At age ten Balzac was sent to the Oratorian grammar school in Vendôme , where he studied for seven years .	studied	16	Past	0,3,5,7,8,12,16,-16,-14,-12,-11,-2
My hope is that over time , internet users will demand this of any site where they invest their time in a way that creates value for others .	creates	24	Pres	0,1,4,5,7,10,-20,13,16,-14,-11,-10,-8,-4,-3
A large group of my friends and I rent almost the whole motel every year for a weekend , and the experience and stay have always been five - star .	rent	8	Pres	0,2,5,6,8,11,-20,-19,12,-16,-14,19,-12,-11,-10,-9
Uncle Vernon , Aunt Petunia , and Dudley were all hanging , dumbstruck , out of Harry 's window .	hanging	10	Pres	0,7,8,11,-19,14,-14,19,-12,-9
So-o-o ! he exclaimed .	exclaimed	3	Past	0,6,14,-12,-10
Is the old Devil attempting to disguise as good in front of people .	attempting	4	Pres	0,4,7,8,9,-19,13,17,18,19,-15,-11,-14
Once they fixed it they answetred all of my questions with no hesitations and then gave me the best quote ever .	answetred	5	Past	0,4,5,7,8,13,-17,17,-14,-13,-5
Yes , GCP provides the links to establish the correlation between the parent and child for our downstream systems .	provides	3	Pres	0,-11,5,-19
Secondly , we should not allow this to be postponed indefinitely , and we should not introduce provisions restricted to physical persons .	restricted	18	Past	-16,0
67 - Percentage of Americans who approved of the way Bush was handling his job as president on 26 September 2002 .	handling	12	Pres	0,4,5,6,9,11,-20,-19,14,15,-16,17,18,-15,-10,-5,-4,-2
We have already recommended you to some of our friends !	recommended	3	Past	0,1,4,5,8,9,-20,12,14,-17,-18,-14,19,-6
Do n't buy shoes to grow into , because your feet will seem flexed when you pointe and will look flat .	pointe	16	Pres	0,8,14,-15,19,-13,-10,-8
This overall favourable situation is the result of a long preparation at both legislative and institutional level and demonstrates the high level of cooperation achieved in EU and at international level .	achieved	24	Past	0,1,3,5,9,-19,16,-16,18,-12,-10,-9,-6,-5
She is also peeing around the box and somehow it gets underneath .	peeing	3	Pres	0,1,4,8,10,-19,15,16,-13,-9,-7
""" That is certainly the assumption on which the London market has been built and the line that successive governments have peddled ."	peddled	21	Past	0,1,3,13,16,17,19,-7
As recently as last week the official line stated they had no knowledge he had entered the country .	stated	8	Past	0,2,-20,-19,-18,-17,15,19,-13,-11,-7,-3
Some parts of this same outer circle actually operate as a result of fear from , or blackmail by , the inner circles .	operate	8	Pres	0,1,6,7,9,11,13,16,18,-12,-9,-4
I 'm forwarding a revised development agreement term sheet , showing revisions from your original version .	forwarding	2	Pres	0,8,11,13,-17,17,-14,19,18,-10,-9,-8,-6,-5,-3,-1
The Pakistan ISI and CIA rarely grant press interviews in connection with an ongoing manhunt .	grant	6	Pres	0,4,5,-20,-16,19,-9,-5,-4
I can not tell you how often I am complimented on my hair ( style AND color ) !	complimented	9	Past	0,2,3,4,-17,-16,18,19,-10,-1
RAPHAEL dies : April 6 , 1520 Good Friday	dies	1	Pres	0,2,4,8,-19,14,15,-12,-9,-8,-3,-2
is the root element which encompasses the entire document .	encompasses	5	Pres	0,4,6,9,11,13,-18,-17,-15,18,-13,-14,-11,-10,-1,-7,-2
The precise reasons vary from country to country – but many of them stem from entrenched cultural norms that prevent women from reaching their full potential .	stem	13	Pres	0,1,2,4,8,-20,12,-19,-18,-16,18,-13,-11,-8,-1
The range of activities can be illustrated by describing the water activities .	illustrated	6	Past	0,4,-20,13,-18,-3
Dizzy and bruised , covered in soot , he got gingerly to his feet , holding his broken glasses up to his eyes .	bruised	2	Past	0,5,7,8,11,12,-19,15,17,-15,19,-12,-9,-8,-6,-3,-1
Remember : throughout the book Don Quixote is preoccupied by the question of posterity .	preoccupied	8	Past	0,6,12,13,-9,-4,-2
In Brazil , a television program on the role that folic - acid supplementation could play in the prevention of spina bifida ( a congenital neural tube defect ) immediately grabbed politicians ' attention .	grabbed	30	Past	0,10,-20,13,14,-17,17,18,19,-10,-8,-3
i have a 1 and a half year old male neutered cat and a new 2 month old spayed female kitten .	neutered	10	Past	0,1,8,9,12,13,-18,15,-16,-7,-6,-5,-4,-3,-2
Prices for electricity jumped from an average of $ 249 a megawatt to $ 700 a megawatt within three days , ISO records show .	jumped	3	Past	0,3,4,5,-20,13,-18,-17,16,17,19,-10,-9,-2,-6,-1
Saudi officials had already provided safeguards by installing an oval wall with padded edges to protect pilgrams from a crush , installed security cameras and placed over 60,000 security personnel in the area .	padded	12	Past	0,6,9,18,19,-8,-7,-1
While L'Enfant was in New York City , he was initiated into Freemasonry .	initiated	10	Past	0,5,6,9,13,-19,-17,-16,15,-13,-8,-7
The current system tends to reinforce gender roles , encouraging children to follow culturally framed paths , instead of nurturing their individual interests and potential .	framed	14	Past	0,2,3,8,-20,-19,13,-18,16,12,18,19,-12,-9,-8,-5
As of 15:11 GMT the site was accessible again , but only loads at relatively slow speeds , and by the end of the day Saturday the site was not loading at all .	loading	30	Pres	0,-12,-2
"The blog aims to help address "" a gap between scientists and ' the general public ' . """	aims	2	Pres	0,-20,-19,17,-12,-10,-7
USI 's art gallery , like 189 other educational galleries and museums around the country , is a recipient of a major Warhol donor program , and this program is cultivating new interest in Warhol 's photographic legacy .	cultivating	30	Pres	0,-7,11,-11
However , we waited and waited and in the mean time , saw 4 groups of people simply just paraded in without signing there names .	waited	3	Past	0,3,7,12,-17,-16,15,18,19,-12,-11,16
This procedure guarantees that all countries applying for membership are treated equally .	applying	6	Pres	0,-19,-11,14
"Balzac spoke often of a "" nervous and fluid force "" between individuals , and Raphaël Valentin 's decline in La Peau De Chagrin exemplifies the danger of withdrawing from the company of other people ."	exemplifies	24	Pres	0,1,5,8,10,11,-19,13,15,-16,19,-12,-13,-7,-6,-5,-1
Amused , my wife asks why I ordered the kosher lunch .	Amused	0	Past	0,11,-18,-2,-1
